time (minutes),A,B
2.58,34624.6062262094,57650.4372400684
2.58083333333333,34624.606262193,57650.4537715719
2.58166666666667,34624.6062981592,57650.4702983183
2.5825,34624.6063341081,57650.4868203089
2.58333333333333,34624.6063700397,57650.503337545
2.58416666666667,34624.6064059541,57650.5198500281
2.585,34624.6064418511,57650.5363577595
2.58583333333333,34624.6064777308,57650.5528607405
2.58666666666667,34624.6065135933,57650.5693589725
2.5875,34624.6065494385,57650.585852457
2.58833333333333,34624.6065852665,57650.6023411952
2.58916666666667,34624.6066210772,57650.6188251885
2.59,34624.6066568707,57650.6353044382
2.59083333333333,34624.6066926469,57650.6517789458
2.59166666666667,34624.6067284059,57650.6682487126
2.5925,34624.6067641477,57650.68471374
2.59333333333333,34624.6067998723,57650.7011740293
2.59416666666667,34624.6068355798,57650.7176295818
2.595,34624.60687127,57650.734080399
2.59583333333333,34624.606906943,57650.7505264822
2.59666666666667,34624.6069425989,57650.7669678327
2.5975,34624.6069782376,57650.783404452
2.59833333333333,34624.6070138592,57650.7998363413
2.59916666666667,34624.6070494636,57650.8162635021
2.6,34624.6070850508,57650.8326859357
2.60083333333333,34624.607120621,57650.8491036434
2.60166666666667,34624.607156174,57650.8655166266
2.6025,34624.6071917099,57650.8819248866
2.60333333333333,34624.6072272287,57650.8983284249
2.60416666666667,34624.6072627304,57650.9147272427
2.605,34624.607298215,57650.9311213415
2.60583333333333,34624.6073336826,57650.9475107225
2.60666666666667,34624.607369133,57650.9638953872
2.6075,34624.6074045664,57650.9802753369
2.60833333333333,34624.6074399828,57650.9966505729
2.60916666666667,34624.6074753821,57651.0130210966
2.61,34624.6075107643,57651.0293869093
2.61083333333333,34624.6075461295,57651.0457480125
2.61166666666667,34624.6075814777,57651.0621044074
2.6125,34624.6076168089,57651.0784560954
2.61333333333333,34624.6076521231,57651.0948030778
2.61416666666667,34624.6076874203,57651.1111453561
2.615,34624.6077227004,57651.1274829315
2.61583333333333,34624.6077579637,57651.1438158054
2.61666666666667,34624.6077932099,57651.1601439792
2.6175,34624.6078284391,57651.1764674542
2.61833333333333,34624.6078636515,57651.1927862317
2.61916666666667,34624.6078988468,57651.2091003131
2.62,34624.6079340252,57651.2254096998
2.62083333333333,34624.6079691867,57651.2417143931
2.62166666666667,34624.6080043313,57651.2580143943
2.6225,34624.6080394589,57651.2743097049
2.62333333333333,34624.6080745696,57651.290600326
2.62416666666667,34624.6081096635,57651.3068862592
2.625,34624.6081447404,57651.3231675056
2.62583333333333,34624.6081798005,57651.3394440668
2.62666666666667,34624.6082148437,57651.355715944
2.6275,34624.60824987,57651.3719831385
2.62833333333333,34624.6082848794,57651.3882456517
2.62916666666667,34624.608319872,57651.404503485
2.63,34624.6083548478,57651.4207566397
2.63083333333333,34624.6083898067,57651.4370051172
2.63166666666667,34624.6084247488,57651.4532489187
2.6325,34624.6084596741,57651.4694880456
2.63333333333333,34624.6084945825,57651.4857224994
2.63416666666667,34624.6085294742,57651.5019522812
2.635,34624.608564349,57651.5181773925
2.63583333333333,34624.6085992071,57651.5343978345
2.63666666666667,34624.6086340484,57651.5506136087
2.6375,34624.6086688729,57651.5668247164
2.63833333333333,34624.6087036807,57651.5830311589
2.63916666666667,34624.6087384717,57651.5992329375
2.64,34624.608773246,57651.6154300536
2.64083333333333,34624.6088080035,57651.6316225086
2.64166666666667,34624.6088427443,57651.6478103037
2.6425,34624.6088774684,57651.6639934403
2.64333333333333,34624.6089121757,57651.6801719198
2.64416666666667,34624.6089468664,57651.6963457434
2.645,34624.6089815403,57651.7125149126
2.64583333333333,34624.6090161976,57651.7286794286
2.64666666666667,34624.6090508382,57651.7448392928
2.6475,34624.6090854621,57651.7609945065
2.64833333333333,34624.6091200693,57651.777145071
2.64916666666667,34624.6091546599,57651.7932909878
2.65,34624.6091892338,57651.8094322581
2.65083333333333,34624.6092237911,57651.8255688832
2.65166666666667,34624.6092583317,57651.8417008646
2.6525,34624.6092928558,57651.8578282035
2.65333333333333,34624.6093273632,57651.8739509012
2.65416666666667,34624.609361854,57651.8900689591
2.655,34624.6093963282,57651.9061823786
2.65583333333333,34624.6094307858,57651.9222911609
2.65666666666667,34624.6094652268,57651.9383953074
2.6575,34624.6094996512,57651.9544948194
2.65833333333333,34624.6095340591,57651.9705896982
2.65916666666667,34624.6095684504,57651.9866799453
2.66,34624.6096028251,57652.0027655618
2.66083333333333,34624.6096371834,57652.0188465492
2.66166666666667,34624.609671525,57652.0349229088
2.6625,34624.6097058502,57652.0509946418
2.66333333333333,34624.6097401588,57652.0670617497
2.66416666666667,34624.6097744509,57652.0831242337
2.665,34624.6098087265,57652.0991820952
2.66583333333333,34624.6098429856,57652.1152353355
2.66666666666667,34624.6098772282,57652.131283956
2.6675,34624.6099114543,57652.1473279579
2.66833333333333,34624.6099456639,57652.1633673426
2.66916666666667,34624.6099798571,57652.1794021114
2.67,34624.6100140338,57652.1954322656
2.67083333333333,34624.6100481941,57652.2114578066
2.67166666666667,34624.6100823379,57652.2274787357
2.6725,34624.6101164653,57652.2434950542
2.67333333333333,34624.6101505762,57652.2595067634
2.67416666666667,34624.6101846708,57652.2755138647
2.675,34624.6102187489,57652.2915163593
2.67583333333333,34624.6102528106,57652.3075142487
2.67666666666667,34624.610286856,57652.3235075341
2.6775,34624.6103208849,57652.3394962168
2.67833333333333,34624.6103548975,57652.3554802982
2.67916666666667,34624.6103888937,57652.3714597796
2.68,34624.6104228735,57652.3874346623
2.68083333333333,34624.610456837,57652.4034049476
2.68166666666667,34624.6104907841,57652.4193706369
2.6825,34624.6105247149,57652.4353317315
2.68333333333333,34624.6105586293,57652.4512882326
2.68416666666667,34624.6105925275,57652.4672401416
2.685,34624.6106264093,57652.4831874599
2.68583333333333,34624.6106602748,57652.4991301887
2.68666666666667,34624.610694124,57652.5150683294
2.6875,34624.6107279569,57652.5310018832
2.68833333333333,34624.6107617735,57652.5469308516
2.68916666666667,34624.6107955738,57652.5628552357
2.69,34624.6108293579,57652.578775037
2.69083333333333,34624.6108631257,57652.5946902567
2.69166666666667,34624.6108968773,57652.6106008962
2.6925,34624.6109306126,57652.6265069567
2.69333333333333,34624.6109643316,57652.6424084397
2.69416666666667,34624.6109980345,57652.6583053463
2.695,34624.6110317211,57652.674197678
2.69583333333333,34624.6110653915,57652.690085436
2.69666666666667,34624.6110990457,57652.7059686216
2.6975,34624.6111326837,57652.7218472362
2.69833333333333,34624.6111663055,57652.737721281
2.69916666666667,34624.6111999111,57652.7535907575
2.7,34624.6112335005,57652.7694556668
2.70083333333333,34624.6112670738,57652.7853160103
2.70166666666667,34624.6113006309,57652.8011717894
2.7025,34624.6113341719,57652.8170230053
2.70333333333333,34624.6113676967,57652.8328696593
2.70416666666667,34624.6114012054,57652.8487117527
2.705,34624.611434698,57652.8645492869
2.70583333333333,34624.6114681744,57652.8803822632
2.70666666666667,34624.6115016347,57652.8962106828
2.7075,34624.6115350789,57652.9120345471
2.70833333333333,34624.611568507,57652.9278538574
2.70916666666667,34624.611601919,57652.943668615
2.71,34624.611635315,57652.9594788212
2.71083333333333,34624.6116686948,57652.9752844773
2.71166666666667,34624.6117020586,57652.9910855846
2.7125,34624.6117354063,57653.0068821445
2.71333333333333,34624.611768738,57653.0226741581
2.71416666666667,34624.6118020537,57653.0384616269
2.715,34624.6118353533,57653.0542445522
2.71583333333333,34624.6118686368,57653.0700229352
2.71666666666667,34624.6119019044,57653.0857967772
2.7175,34624.6119351559,57653.1015660796
2.71833333333333,34624.6119683914,57653.1173308436
2.71916666666667,34624.612001611,57653.1330910706
2.72,34624.6120348145,57653.1488467618
2.72083333333333,34624.6120680021,57653.1645979186
2.72166666666667,34624.6121011737,57653.1803445423
2.7225,34624.6121343293,57653.1960866341
2.72333333333333,34624.6121674689,57653.2118241954
2.72416666666667,34624.6122005926,57653.2275572274
2.725,34624.6122337004,57653.2432857316
2.72583333333333,34624.6122667922,57653.2590097091
2.72666666666667,34624.6122998681,57653.2747291612
2.7275,34624.6123329281,57653.2904440893
2.72833333333333,34624.6123659722,57653.3061544947
2.72916666666667,34624.6123990003,57653.3218603787
2.73,34624.6124320126,57653.3375617425
2.73083333333333,34624.6124650089,57653.3532585874
2.73166666666667,34624.6124979894,57653.3689509149
2.7325,34624.612530954,57653.384638726
2.73333333333333,34624.6125639028,57653.4003220223
2.73416666666667,34624.6125968357,57653.4160008049
2.735,34624.6126297527,57653.4316750751
2.73583333333333,34624.6126626539,57653.4473448342
2.73666666666667,34624.6126955392,57653.4630100836
2.7375,34624.6127284087,57653.4786708245
2.73833333333333,34624.6127612624,57653.4943270583
2.73916666666667,34624.6127941003,57653.5099787861
2.74,34624.6128269224,57653.5256260094
2.74083333333333,34624.6128597287,57653.5412687294
2.74166666666667,34624.6128925192,57653.5569069473
2.7425,34624.6129252939,57653.5725406646
2.74333333333333,34624.6129580528,57653.5881698824
2.74416666666667,34624.6129907959,57653.6037946021
2.745,34624.6130235233,57653.619414825
2.74583333333333,34624.613056235,57653.6350305523
2.74666666666667,34624.6130889309,57653.6506417854
2.7475,34624.613121611,57653.6662485255
2.74833333333333,34624.6131542755,57653.681850774
2.74916666666667,34624.6131869242,57653.697448532
2.75,34624.6132195572,57653.713041801
2.75083333333333,34624.6132521744,57653.7286305821
2.75166666666667,34624.613284776,57653.7442148768
2.7525,34624.6133173619,57653.7597946862
2.75333333333333,34624.6133499321,57653.7753700117
2.75416666666667,34624.6133824866,57653.7909408545
2.755,34624.6134150255,57653.806507216
2.75583333333333,34624.6134475487,57653.8220690974
2.75666666666667,34624.6134800562,57653.8376264999
2.7575,34624.6135125481,57653.853179425
2.75833333333333,34624.6135450244,57653.8687278739
2.75916666666667,34624.613577485,57653.8842718478
2.76,34624.61360993,57653.8998113481
2.76083333333333,34624.6136423593,57653.915346376
2.76166666666667,34624.6136747731,57653.9308769328
2.7625,34624.6137071713,57653.9464030199
2.76333333333333,34624.6137395538,57653.9619246384
2.76416666666667,34624.6137719208,57653.9774417897
2.765,34624.6138042722,57653.992954475
2.76583333333333,34624.613836608,57654.0084626957
2.76666666666667,34624.6138689283,57654.0239664529
2.7675,34624.613901233,57654.0394657481
2.76833333333333,34624.6139335222,57654.0549605825
2.76916666666667,34624.6139657958,57654.0704509573
2.77,34624.6139980539,57654.0859368738
2.77083333333333,34624.6140302964,57654.1014183334
2.77166666666667,34624.6140625234,57654.1168953373
2.7725,34624.614094735,57654.1323678867
2.77333333333333,34624.614126931,57654.147835983
2.77416666666667,34624.6141591115,57654.1632996275
2.775,34624.6141912765,57654.1787588213
2.77583333333333,34624.614223426,57654.1942135659
2.77666666666667,34624.6142555601,57654.2096638624
2.7775,34624.6142876787,57654.2251097122
2.77833333333333,34624.6143197819,57654.2405511165
2.77916666666667,34624.6143518695,57654.2559880766
2.78,34624.6143839418,57654.2714205937
2.78083333333333,34624.6144159986,57654.2868486693
2.78166666666667,34624.61444804,57654.3022723044
2.7825,34624.6144800659,57654.3176915005
2.78333333333333,34624.6145120764,57654.3331062587
2.78416666666667,34624.6145440716,57654.3485165804
2.785,34624.6145760513,57654.3639224668
2.78583333333333,34624.6146080156,57654.3793239192
2.78666666666667,34624.6146399646,57654.3947209389
2.7875,34624.6146718981,57654.4101135271
2.78833333333333,34624.6147038163,57654.4255016851
2.78916666666667,34624.6147357191,57654.4408854143
2.79,34624.6147676066,57654.4562647157
2.79083333333333,34624.6147994787,57654.4716395909
2.79166666666667,34624.6148313355,57654.4870100409
2.7925,34624.614863177,57654.5023760671
2.79333333333333,34624.6148950031,57654.5177376707
2.79416666666667,34624.6149268139,57654.5330948531
2.795,34624.6149586094,57654.5484476155
2.79583333333333,34624.6149903896,57654.5637959591
2.79666666666667,34624.6150221545,57654.5791398852
2.7975,34624.615053904,57654.5944793951
2.79833333333333,34624.6150856384,57654.6098144901
2.79916666666667,34624.6151173574,57654.6251451713
2.8,34624.6151490612,57654.6404714402
2.80083333333333,34624.6151807497,57654.655793298
2.80166666666667,34624.6152124229,57654.6711107459
2.8025,34624.615244081,57654.6864237851
2.80333333333333,34624.6152757237,57654.7017324171
2.80416666666667,34624.6153073513,57654.7170366429
2.805,34624.6153389636,57654.732336464
2.80583333333333,34624.6153705607,57654.7476318815
2.80666666666667,34624.6154021426,57654.7629228967
2.8075,34624.6154337093,57654.7782095109
2.80833333333333,34624.6154652608,57654.7934917253
2.80916666666667,34624.6154967971,57654.8087695413
2.81,34624.6155283182,57654.82404296
2.81083333333333,34624.6155598241,57654.8393119828
2.81166666666667,34624.6155913149,57654.8545766109
2.8125,34624.6156227906,57654.8698368455
2.81333333333333,34624.615654251,57654.885092688
2.81416666666667,34624.6156856964,57654.9003441395
2.815,34624.6157171266,57654.9155912014
2.81583333333333,34624.6157485416,57654.9308338749
2.81666666666667,34624.6157799416,57654.9460721612
2.8175,34624.6158113264,57654.9613060617
2.81833333333333,34624.6158426962,57654.9765355775
2.81916666666667,34624.6158740508,57654.9917607101
2.82,34624.6159053903,57655.0069814605
2.82083333333333,34624.6159367148,57655.02219783
2.82166666666667,34624.6159680241,57655.03740982
2.8225,34624.6159993184,57655.0526174317
2.82333333333333,34624.6160305977,57655.0678206663
2.82416666666667,34624.6160618619,57655.083019525
2.825,34624.616093111,57655.0982140093
2.82583333333333,34624.6161243451,57655.1134041202
2.82666666666667,34624.6161555641,57655.1285898591
2.8275,34624.6161867682,57655.1437712272
2.82833333333333,34624.6162179572,57655.1589482258
2.82916666666667,34624.6162491312,57655.1741208561
2.83,34624.6162802902,57655.1892891194
2.83083333333333,34624.6163114342,57655.2044530169
2.83166666666667,34624.6163425632,57655.2196125499
2.8325,34624.6163736772,57655.2347677196
2.83333333333333,34624.6164047762,57655.2499185273
2.83416666666667,34624.6164358603,57655.2650649743
2.835,34624.6164669294,57655.2802070618
2.83583333333333,34624.6164979835,57655.295344791
2.83666666666667,34624.6165290228,57655.3104781632
2.8375,34624.616560047,57655.3256071796
2.83833333333333,34624.6165910563,57655.3407318416
2.83916666666667,34624.6166220507,57655.3558521503
2.84,34624.6166530302,57655.3709681071
2.84083333333333,34624.6166839948,57655.386079713
2.84166666666667,34624.6167149445,57655.4011869695
2.8425,34624.6167458792,57655.4162898778
2.84333333333333,34624.6167767991,57655.431388439
2.84416666666667,34624.6168077041,57655.4464826545
2.845,34624.6168385942,57655.4615725254
2.84583333333333,34624.6168694695,57655.4766580532
2.84666666666667,34624.6169003299,57655.4917392389
2.8475,34624.6169311754,57655.5068160838
2.84833333333333,34624.6169620061,57655.5218885892
2.84916666666667,34624.6169928219,57655.5369567564
2.85,34624.6170236229,57655.5520205865
2.85083333333333,34624.6170544091,57655.5670800809
2.85166666666667,34624.6170851805,57655.5821352407
2.8525,34624.617115937,57655.5971860672
2.85333333333333,34624.6171466788,57655.6122325617
2.85416666666667,34624.6171774058,57655.6272747254
2.855,34624.6172081179,57655.6423125596
2.85583333333333,34624.6172388153,57655.6573460654
2.85666666666667,34624.6172694979,57655.6723752441
2.8575,34624.6173001657,57655.687400097
2.85833333333333,34624.6173308188,57655.7024206254
2.85916666666667,34624.6173614571,57655.7174368304
2.86,34624.6173920807,57655.7324487133
2.86083333333333,34624.6174226895,57655.7474562753
2.86166666666667,34624.6174532836,57655.7624595177
2.8625,34624.617483863,57655.7774584417
2.86333333333333,34624.6175144276,57655.7924530486
2.86416666666667,34624.6175449775,57655.8074433396
2.865,34624.6175755128,57655.8224293159
2.86583333333333,34624.6176060333,57655.8374109788
2.86666666666667,34624.6176365392,57655.8523883296
2.8675,34624.6176670303,57655.8673613693
2.86833333333333,34624.6176975068,57655.8823300994
2.86916666666667,34624.6177279686,57655.897294521
2.87,34624.6177584157,57655.9122546354
2.87083333333333,34624.6177888482,57655.9272104438
2.87166666666667,34624.6178192661,57655.9421619474
2.8725,34624.6178496693,57655.9571091475
2.87333333333333,34624.6178800579,57655.9720520453
2.87416666666667,34624.6179104318,57655.9869906421
2.875,34624.6179407911,57656.001924939
2.87583333333333,34624.6179711358,57656.0168549374
2.87666666666667,34624.6180014659,57656.0317806384
2.8775,34624.6180317814,57656.0467020433
2.87833333333333,34624.6180620823,57656.0616191533
2.87916666666667,34624.6180923686,57656.0765319697
2.88,34624.6181226404,57656.0914404937
2.88083333333333,34624.6181528976,57656.1063447265
2.88166666666667,34624.6181831402,57656.1212446693
2.8825,34624.6182133682,57656.1361403235
2.88333333333333,34624.6182435817,57656.1510316901
2.88416666666667,34624.6182737807,57656.1659187705
2.885,34624.6183039651,57656.1808015659
2.88583333333333,34624.618334135,57656.1956800775
2.88666666666667,34624.6183642903,57656.2105543065
2.8875,34624.6183944312,57656.2254242542
2.88833333333333,34624.6184245575,57656.2402899218
2.88916666666667,34624.6184546694,57656.2551513105
2.89,34624.6184847667,57656.2700084216
2.89083333333333,34624.6185148496,57656.2848612562
2.89166666666667,34624.618544918,57656.2997098157
2.8925,34624.6185749719,57656.3145541012
2.89333333333333,34624.6186050113,57656.329394114
2.89416666666667,34624.6186350363,57656.3442298553
2.895,34624.6186650468,57656.3590613263
2.89583333333333,34624.6186950429,57656.3738885283
2.89666666666667,34624.6187250246,57656.3887114624
2.8975,34624.6187549918,57656.4035301299
2.89833333333333,34624.6187849446,57656.4183445321
2.89916666666667,34624.6188148829,57656.4331546701
2.9,34624.6188448069,57656.4479605452
2.90083333333333,34624.6188747164,57656.4627621585
2.90166666666667,34624.6189046116,57656.4775595114
2.9025,34624.6189344924,57656.4923526051
2.90333333333333,34624.6189643588,57656.5071414407
2.90416666666667,34624.6189942108,57656.5219260195
2.905,34624.6190240484,57656.5367063428
2.90583333333333,34624.6190538717,57656.5514824116
2.90666666666667,34624.6190836806,57656.5662542274
2.9075,34624.6191134752,57656.5810217912
2.90833333333333,34624.6191432554,57656.5957851043
2.90916666666667,34624.6191730213,57656.6105441679
2.91,34624.6192027729,57656.6252989833
2.91083333333333,34624.6192325101,57656.6400495516
2.91166666666667,34624.6192622331,57656.6547958742
2.9125,34624.6192919417,57656.6695379521
2.91333333333333,34624.619321636,57656.6842757866
2.91416666666667,34624.619351316,57656.699009379
2.915,34624.6193809818,57656.7137387305
2.91583333333333,34624.6194106332,57656.7284638422
2.91666666666667,34624.6194402704,57656.7431847154
2.9175,34624.6194698934,57656.7579013513
2.91833333333333,34624.619499502,57656.7726137512
2.91916666666667,34624.6195290965,57656.7873219162
2.92,34624.6195586766,57656.8020258475
2.92083333333333,34624.6195882426,57656.8167255465
2.92166666666667,34624.6196177943,57656.8314210142
2.9225,34624.6196473317,57656.8461122519
2.92333333333333,34624.619676855,57656.8607992609
2.92416666666667,34624.6197063641,57656.8754820423
2.925,34624.6197358589,57656.8901605973
2.92583333333333,34624.6197653395,57656.9048349272
2.92666666666667,34624.619794806,57656.9195050332
2.9275,34624.6198242583,57656.9341709165
2.92833333333333,34624.6198536964,57656.9488325783
2.92916666666667,34624.6198831203,57656.9634900198
2.93,34624.61991253,57656.9781432422
2.93083333333333,34624.6199419256,57656.9927922468
2.93166666666667,34624.6199713071,57657.0074370347
2.9325,34624.6200006744,57657.0220776072
2.93333333333333,34624.6200300276,57657.0367139654
2.93416666666667,34624.6200593666,57657.0513461106
2.935,34624.6200886916,57657.0659740441
2.93583333333333,34624.6201180024,57657.0805977669
2.93666666666667,34624.6201472991,57657.0952172803
2.9375,34624.6201765817,57657.1098325856
2.93833333333333,34624.6202058502,57657.1244436839
2.93916666666667,34624.6202351046,57657.1390505764
2.94,34624.6202643449,57657.1536532644
2.94083333333333,34624.6202935712,57657.168251749
2.94166666666667,34624.6203227834,57657.1828460315
2.9425,34624.6203519815,57657.1974361131
2.94333333333333,34624.6203811656,57657.2120219949
2.94416666666667,34624.6204103356,57657.2266036782
2.945,34624.6204394916,57657.2411811642
2.94583333333333,34624.6204686335,57657.2557544541
2.94666666666667,34624.6204977614,57657.2703235491
2.9475,34624.6205268753,57657.2848884504
2.94833333333333,34624.6205559752,57657.2994491592
2.94916666666667,34624.6205850611,57657.3140056767
2.95,34624.620614133,57657.3285580041
2.95083333333333,34624.6206431909,57657.3431061426
2.95166666666667,34624.6206722348,57657.3576500935
2.9525,34624.6207012647,57657.3721898578
2.95333333333333,34624.6207302806,57657.3867254369
2.95416666666667,34624.6207592826,57657.401256832
2.955,34624.6207882706,57657.4157840441
2.95583333333333,34624.6208172447,57657.4303070746
2.95666666666667,34624.6208462048,57657.4448259246
2.9575,34624.620875151,57657.4593405953
2.95833333333333,34624.6209040832,57657.473851088
2.95916666666667,34624.6209330016,57657.4883574038
2.96,34624.620961906,57657.502859544
2.96083333333333,34624.6209907964,57657.5173575097
2.96166666666667,34624.621019673,57657.5318513021
2.9625,34624.6210485357,57657.5463409224
2.96333333333333,34624.6210773845,57657.5608263719
2.96416666666667,34624.6211062194,57657.5753076516
2.965,34624.6211350404,57657.5897847629
2.96583333333333,34624.6211638475,57657.604257707
2.96666666666667,34624.6211926408,57657.6187264849
2.9675,34624.6212214202,57657.6331910979
2.96833333333333,34624.6212501858,57657.6476515473
2.96916666666667,34624.6212789375,57657.6621078342
2.97,34624.6213076754,57657.6765599597
2.97083333333333,34624.6213363994,57657.6910079252
2.97166666666667,34624.6213651097,57657.7054517318
2.9725,34624.6213938061,57657.7198913806
2.97333333333333,34624.6214224887,57657.7343268729
2.97416666666667,34624.6214511574,57657.7487582099
2.975,34624.6214798124,57657.7631853928
2.97583333333333,34624.6215084536,57657.7776084227
2.97666666666667,34624.621537081,57657.7920273008
2.9775,34624.6215656946,57657.8064420285
2.97833333333333,34624.6215942945,57657.8208526067
2.97916666666667,34624.6216228806,57657.8352590368
2.98,34624.6216514529,57657.8496613199
2.98083333333333,34624.6216800114,57657.8640594572
2.98166666666667,34624.6217085563,57657.8784534499
2.9825,34624.6217370874,57657.8928432992
2.98333333333333,34624.6217656047,57657.9072290063
2.98416666666667,34624.6217941083,57657.9216105723
2.985,34624.6218225982,57657.9359879986
2.98583333333333,34624.6218510744,57657.9503612861
2.98666666666667,34624.6218795369,57657.9647304362
2.9875,34624.6219079857,57657.9790954501
2.98833333333333,34624.6219364208,57657.9934563288
2.98916666666667,34624.6219648422,57658.0078130737
2.99,34624.6219932499,57658.0221656858
2.99083333333333,34624.6220216439,57658.0365141664
2.99166666666667,34624.6220500243,57658.0508585167
2.9925,34624.622078391,57658.0651987378
2.99333333333333,34624.6221067441,57658.079534831
2.99416666666667,34624.6221350835,57658.0938667974
2.995,34624.6221634093,57658.1081946382
2.99583333333333,34624.6221917214,57658.1225183546
2.99666666666667,34624.6222200199,57658.1368379477
2.9975,34624.6222483048,57658.1511534189
2.99833333333333,34624.6222765761,57658.1654647691
2.99916666666667,34624.6223048338,57658.1797719997
3,34624.6223330778,57658.1940751119
3.00083333333333,34624.6223613083,57658.2083741067
3.00166666666667,34624.6223895252,57658.2226689853
3.0025,34624.6224177285,57658.2369597491
3.00333333333333,34624.6224459182,57658.2512463991
3.00416666666667,34624.6224740944,57658.2655289365
3.005,34624.6225022569,57658.2798073625
3.00583333333333,34624.622530406,57658.2940816783
3.00666666666667,34624.6225585415,57658.308351885
3.0075,34624.6225866634,57658.322617984
3.00833333333333,34624.6226147718,57658.3368799762
3.00916666666667,34624.6226428667,57658.3511378629
3.01,34624.622670948,57658.3653916453
3.01083333333333,34624.6226990159,57658.3796413246
3.01166666666667,34624.6227270702,57658.393886902
3.0125,34624.622755111,57658.4081283785
3.01333333333333,34624.6227831383,57658.4223657555
3.01416666666667,34624.6228111522,57658.436599034
3.015,34624.6228391525,57658.4508282152
3.01583333333333,34624.6228671394,57658.4650533004
3.01666666666667,34624.6228951128,57658.4792742908
3.0175,34624.6229230727,57658.4934911873
3.01833333333333,34624.6229510192,57658.5077039914
3.01916666666667,34624.6229789522,57658.5219127041
3.02,34624.6230068718,57658.5361173266
3.02083333333333,34624.6230347779,57658.55031786
3.02166666666667,34624.6230626706,57658.5645143057
3.0225,34624.6230905499,57658.5787066646
3.02333333333333,34624.6231184157,57658.5928949381
3.02416666666667,34624.6231462682,57658.6070791272
3.025,34624.6231741072,57658.6212592332
3.02583333333333,34624.6232019329,57658.6354352573
3.02666666666667,34624.6232297451,57658.6496072005
3.0275,34624.623257544,57658.6637750641
3.02833333333333,34624.6232853294,57658.6779388492
3.02916666666667,34624.6233131015,57658.6920985571
3.03,34624.6233408603,57658.7062541888
3.03083333333333,34624.6233686056,57658.7204057456
3.03166666666667,34624.6233963377,57658.7345532286
3.0325,34624.6234240563,57658.748696639
3.03333333333333,34624.6234517616,57658.762835978
3.03416666666667,34624.6234794536,57658.7769712467
3.035,34624.6235071323,57658.7911024463
3.03583333333333,34624.6235347976,57658.805229578
3.03666666666667,34624.6235624496,57658.8193526429
3.0375,34624.6235900884,57658.8334716422
3.03833333333333,34624.6236177138,57658.8475865771
3.03916666666667,34624.6236453259,57658.8616974488
3.04,34624.6236729247,57658.8758042584
3.04083333333333,34624.6237005102,57658.889907007
3.04166666666667,34624.6237280825,57658.9040056959
3.0425,34624.6237556414,57658.9181003262
3.04333333333333,34624.6237831871,57658.9321908991
3.04416666666667,34624.6238107196,57658.9462774157
3.045,34624.6238382388,57658.9603598772
3.04583333333333,34624.6238657448,57658.9744382848
3.04666666666667,34624.6238932375,57658.9885126397
3.0475,34624.623920717,57659.0025829429
3.04833333333333,34624.6239481832,57659.0166491957
3.04916666666667,34624.6239756362,57659.0307113992
3.05,34624.6240030761,57659.0447695547
3.05083333333333,34624.6240305027,57659.0588236631
3.05166666666667,34624.6240579161,57659.0728737258
3.0525,34624.6240853163,57659.0869197439
3.05333333333333,34624.6241127033,57659.1009617185
3.05416666666667,34624.6241400772,57659.1149996508
3.055,34624.6241674378,57659.129033542
3.05583333333333,34624.6241947853,57659.1430633932
3.05666666666667,34624.6242221197,57659.1570892056
3.0575,34624.6242494408,57659.1711109803
3.05833333333333,34624.6242767489,57659.1851287185
3.05916666666667,34624.6243040437,57659.1991424214
3.06,34624.6243313255,57659.2131520901
3.06083333333333,34624.6243585941,57659.2271577258
3.06166666666667,34624.6243858496,57659.2411593296
3.0625,34624.6244130919,57659.2551569028
3.06333333333333,34624.6244403212,57659.2691504464
3.06416666666667,34624.6244675373,57659.2831399616
3.065,34624.6244947404,57659.2971254495
3.06583333333333,34624.6245219303,57659.3111069114
3.06666666666667,34624.6245491072,57659.3250843484
3.0675,34624.6245762709,57659.3390577616
3.06833333333333,34624.6246034216,57659.3530271522
3.06916666666667,34624.6246305593,57659.3669925214
3.07,34624.6246576838,57659.3809538703
3.07083333333333,34624.6246847954,57659.3949112
3.07166666666667,34624.6247118938,57659.4088645118
3.0725,34624.6247389792,57659.4228138067
3.07333333333333,34624.6247660516,57659.4367590859
3.07416666666667,34624.624793111,57659.4507003506
3.075,34624.6248201573,57659.464637602
3.07583333333333,34624.6248471906,57659.4785708411
3.07666666666667,34624.6248742109,57659.4925000692
3.0775,34624.6249012182,57659.5064252873
3.07833333333333,34624.6249282125,57659.5203464967
3.07916666666667,34624.6249551938,57659.5342636985
3.08,34624.6249821621,57659.5481768938
3.08083333333333,34624.6250091174,57659.5620860839
3.08166666666667,34624.6250360598,57659.5759912697
3.0825,34624.6250629891,57659.5898924526
3.08333333333333,34624.6250899056,57659.6037896336
3.08416666666667,34624.625116809,57659.6176828139
3.085,34624.6251436995,57659.6315719946
3.08583333333333,34624.6251705771,57659.645457177
3.08666666666667,34624.6251974417,57659.659338362
3.0875,34624.6252242934,57659.673215551
3.08833333333333,34624.6252511322,57659.687088745
3.08916666666667,34624.6252779581,57659.7009579451
3.09,34624.625304771,57659.7148231526
3.09083333333333,34624.6253315711,57659.7286843686
3.09166666666667,34624.6253583582,57659.7425415942
3.0925,34624.6253851324,57659.7563948306
3.09333333333333,34624.6254118938,57659.7702440789
3.09416666666667,34624.6254386423,57659.7840893402
